id,title,lyrics,label
214,The Frog and the Crow,"A jolly fat frog
Lived in the river swim O!
A comely black crow
Lived on the river brim O!
""Come on shore,
Come on shore,""
Said the crow to the frog
And then O!
""No you'll bite me,
No you'll bite me,""
Said the frog to the crow
Again O!
""O there is sweet music
On yonder green hill O!
And you shall be a dancer,
A dancer in yellow,
All in yellow,
All in yellow,""
Said the crow to the frog
And then O!
""All in yellow,
All in yellow,""
Said the frog to the crow
And then O!

""Farewell, ye little fishes,
That in the river swim O!
I'm going to be a dancer,
A dancer in yellow.""
""O beware!
O beware!""
Said the fish to the frog
And then O!
""I'll take care,
I'll take care,""
Said the frog to the fish
Again O!


The frog began a swimming,
A swimming to land O!
And the crow began jumping
To give him a hand O!
""Sir, you're welcome,
Sir, you're welcome,""
Said the crow to the frog
And then O!
""Sir, I thank you,
Sir, I thank you,""
Said the frog to the crow
Again O!


""But where is the sweet music
On yonder green hill O?
And where are the dancers,
The dancers all in yellow?
All in yellow,
All in yellow,""
Said the frog to the crow
And then O!
""Sir, they're here,
Sir, they're here,""
Said the crow to the frog -
GULP!",clean
215,The Frog and the Mouse,"There was a frog lived in a well,
Whipsee diddledee dandy dee,
There was a mouse lived in a mill,
Whipsee diddledee dandy dee.
This frog he would a-wooing ride,
With sword and buckler by his side.
With a harum scarum diddle dum darum,
Whipsee diddledee dandy dee.
He rode till he came to Mouse's Hall,
Whipsee diddledee dandy dee,
Where he most tenderly did call,
Whipsee diddledee dandy dee.
""Oh! Mistress Mouse, are you at home?
And if you are, oh pray, come down.""
With a harum scarum diddle dum darum,
Whipsee diddledee dandy dee.

""My Uncle Rat is not at home;
Whipsee diddledee dandy dee,
I dare not for my life come down.""
Whipsee diddledee dandy dee.
Then Uncle Rat he soon comes home,
""And who's been here since I've been gone?""
With a harum scarum diddle dum darum,
Whipsee diddledee dandy dee.


""Here's a fine young gentleman,
Whipsee diddledee dandy dee,
Who swears he'll have me if he can.""
Whipsee diddledee dandy dee.
Then Uncle Rat gave his consent,
And made a handsome settlement.
With a harum scarum diddle dum darum,
Whipsee diddledee dandy dee.


Four partridge pies with season made,
Whipsee diddledee dandy dee,
Two potted larks and marmalade,
Whipsee diddledee dandy dee.
Four woodcocks and a venison pie,
I would that at that feast were I!
With a harum scarum diddle dum darum,
Whipsee diddledee dandy dee.
",clean
216,Frog Music,"There once was a frog
Who jumped in a bog,
And played the bass fiddle
In the middle of the puddle,
What a muddle!
""Better go 'round!
Better go 'round!""
His music was short,
For soon he was caught,
And now in the middle
Of a griddle he is frying
And is crying:
""Rather be drown'd!
Rather be drown'd!""",clean
217,A Frog Went A-Courtin',"A frog went a-courtin' and he did ride, M-hm, M-hm.
A frog went a-courtin' and he did ride,
Sword and pistol by his side, M-hm, M-hm.
He rode up to Miss Mousie's door, M-hm, M-hm,
He rode up to Miss Mousie's door,
Where he'd often been before, M-hm, M-hm.


He said, ""Miss Mouse, are you within?"" M-hm, M-hm,
He said, ""Miss Mouse, are you within?""
""Yes, kind sir, I sit and spin."" M-hm, M-hm.

He took Miss Mouse upon his knee, M-hm, M-hm,
He took Miss Mouse upon his knee,
Said ""Miss Mouse, will you marry me?"" M-hm, M-hm.


""Without my Uncle Rat's consent, M-hm, M-hm,
Without my Uncle Rat's consent,
I wouldn't marry the President."" M-hm, M-hm.

Uncle Rat, he laughed and shook his fat sides, M-hm, M-hm,
Uncle Rat, he laughed and shook his fat sides,
To think his niece would be a bride, M-hm, M-hm.


Then Uncle Rat rode off to town, M-hm, M-hm,
Then Uncle Rat rode off to town,
To buy his niece a wedding gown, M-hm, M-hm.

""Oh, where will the wedding supper be?"" M-hm, M-hm,
""Oh where will the wedding supper be?""
""Way down yonder in the hollow tree."" M-hm, M-hm.

The first to come was the little white moth, M-hm, M-hm,
The first to come was the little white moth,
She spread out the tablecloth, M-hm, M-hm.


The next to come was the bumblebee, M-hm, M-hm,
The next to come was the bumblebee,
Played the fiddle upon his knee, M-hm, M-hm.

The next to come was a little flea, M-hm, M-hm,
The next to come was a little flea,
Danced a jig with the bumblebee, M-hm, M-hm.

The next to come was Missus Cow, M-hm, M-hm,
The next to come was Missus Cow,
Tried to dance but didn't know how, M-hm, M-hm.


Now Mister Frog was dressed in green, M-hm, M-hm,
Now Mister Frog was dressed in green,
Sweet Miss Mouse looked like a queen, M-hm, M-hm.

In slowly walked the Parson Rook, M-hm, M-hm,
In slowly walked the Parson Rook,
Under his arm he carried a book, M-hm, M-hm.

They all gathered round the lucky pair, M-hm, M-hm,
They all gathered round the lucky pair,
Singing, dancing everywhere, M-hm, M-hm.

Then Frog and Mouse went off to France, M-hm, M-hm,
Then Frog and Mouse went off to France,
That's the end of my romance, M-hm, M-hm.",clean
218,"Fudge, Fudge, Call the Judge","Fudge, fudge, call the judge
Mama's got a baby.
Not a girl, not a boy!
Just a plain old baby.
Wrap it up in tissue paper,
Send it down the elevator.
How many pounds does it weigh?
1,2,3,4,5...
",clean
219,Fruit Vendor,"Bright, red apples!
Bright, red apples!
Juicy oranges!
Juicy oranges!

Ripe bananas!
Ripe bananas!",clean
220,Fuzzy Wuzzy,"Fuzzy Wuzzy was a bear,
Fuzzy Wuzzy had no hair,
Fuzzy Wuzzy wasn't really fuzzy,
Was he?",clean
221,"Gee, Ma, I Wanna Go Home","They say that in the army
The coffee's mighty fine
Well, it's good for cuts and bruises,
But it tastes like turpentine!
Oh, I don't want no more of army life
Gee, Ma, I wanna go home!
The chicken in the army,
They say is mighty fine,
A drum rolled off the table
And squished a pal of mine!
Oh, I don't want no more of army life!
Gee, Ma, I wanna go home!

The clothing that they give us
They say is mighty fine
Well, me and half my regiment
Can all fit into mine
Oh, I don't want no more of army life
Gee, Ma, I wanna go home!


The salary that they pay us,
They say is mighty fine
They give you thirty dollars
And take back forty-nine
Oh, I don't want no more of army life
Gee, Ma, I wanna go,
Hey, Ma I gotta go,
Gee, Ma, I wanna go home!",clean
222,Georgy Porgy,"Georgy Porgy, pudding and pie,
Kissed the girls and made them cry.
When the boys came out to play,
Georgy Porgy ran away.",clean
223,"Git Along, Little Dogies","As I was walking one morning for pleasure,
I spied a cowpuncher riding along.
His hat was throwed back and his spurs were a-jingling,
And as he approached he was singing this song:
Whoopee ti yi yo, git along little dogies,
It's your misfortune and none of my own.
Whoopie ti yi yo, git along little dogies,
You know that Wyoming will be your new home.

Early in the springtime we round up the dogies,
Mark 'em and brand 'em and bob off their tails.
Round up the horses, load up the chuck wagon,
Then throw the little dogies out on the long trail.


Whoopee ti yi yo, git along little dogies,
It's your misfortune and none of my own.
Whoopie ti yi yo, git along little dogies,
You know that Wyoming will be your new home.


Night comes on and we hold 'em on the bedground,
The same little dogies that rolled on so slow.
We roll up the herd and cut out the stray ones,
Then roll the little dogies like never before.


Whoopee ti yi yo, git along little dogies,
It's your misfortune and none of my own.
Whoopie ti yi yo, git along little dogies,
You know that Wyoming will be your new home.

Some boys go up the long trail for pleasure,
But that's where they get it most awfully wrong.
For you'll never know the trouble they give us,
As we go drivin' them dogies along.


Whoopee ti yi yo, git along little dogies,
It's your misfortune and none of my own.
Whoopie ti yi yo, git along little dogies,
You know that Wyoming will be your new home.",clean
224,Gonna Ride Up in the Chariot,"Gonna ride up in the chariot,
Soon-a in the mornin',
Ride up in the chariot,
Soon-a in the mornin',
Ride up in the chariot,
Soon-a in the mornin',
And I hope I'll join the band.
O, Lord, have mercy on me,
O, Lord, have mercy on me,
O, Lord, have mercy on me,
And I hope I'll join the band.

Gonna meet my brother there, yes,
Soon-a in the mornin',
Meet my brother there, yes,
Soon-a in the mornin',
Meet my brother there, yes,
Soon-a in the mornin',
And I hope I'll join the band.


O, Lord, have mercy on me,
O, Lord, have mercy on me,
O, Lord, have mercy on me,
And I hope I'll join the band.


Gonna chatter with the angels,
Soon-a in the mornin',
Chatter with the angels,
Soon-a in the mornin',
Chatter with the angels,
Soon-a in the mornin',
And I hope I'll join the band.


O, Lord, have mercy on me,
O, Lord, have mercy on me,
O, Lord, have mercy on me,
And I hope I'll join the band.",clean
225,Go Tell Aunt Rhodie,"Go tell Aunt Rhodie,
Go tell Aunt Rhodie,
Go tell Aunt Rhodie,
The old gray goose is dead.
The one she's been saving,
The one she's been saving,
The one she's been saving,
To make a feather bed.

The goslings are mourning,
The goslings are mourning,
The goslings are mourning,,
Because their mother's dead.


The old gander's weeping,
The old gander's weeping,
The old gander's weeping,
Because his wife is dead.


She died in the mill pond,
She died in the mill pond,
She died in the mill pond,
From standing on her head.


Go tell Aunt Rhodie,
Go tell Aunt Rhodie,
Go tell Aunt Rhodie,
The old gray goose is dead.",clean
226,Goober Peas,"Sitting by the roadside on a summer's day,
Chatting with my mess-mates, passing time away,
Lying in the shadows underneath the trees,
Goodness, how delicious, eating goober peas.
Peas, peas, peas, peas,
Eating goober peas.
Goodness, how delicious,
Eating goober peas.

When a horse-man passes, the soldiers have a rule
To cry out their loudest, ""Mister, here's your mule!""
But another custom, enchanting-er than these
Is wearing out your grinders, eating goober peas.


Peas, peas, peas, peas,
Eating goober peas.
Goodness, how delicious,
Eating goober peas.


Just before the battle, the General hears a row
He says ""The Yanks are coming, I hear their rifles now.""
He looks down the roadway, and what d'ya think he sees?
The Georgia Militia cracking goober peas.


Peas, peas, peas, peas,
Eating goober peas.
Goodness, how delicious,
Eating goober peas.

I think my song has lasted just about enough.
The subject is interesting, but the rhymes are mighty rough.
I wish the war was over, so free from rags and fleas
We'd kiss our wives and sweethearts, say good-bye to goober peas.

Peas, peas, peas, peas,
Eating goober peas.
Goodness, how delicious,
Eating goober peas..",clean
227,"Goodbye, Old Paint","Goodbye, old Paint,
I'm a-leaving Cheyenne.
Goodbye, old Paint,
I'm a-leaving Cheyenne.
Old Paint's a good pony.
He runs when he can,
Good morning young lady,
My pony won't stand.

Goodbye, old Paint,
I'm a-leaving Cheyenne.
Goodbye, old Paint,
I'm a-leaving Cheyenne.


I'm a-riding old Paint,
I'm a-leading old Fan,
Goodbye, little Annie,
I'm off for Montan'.


Goodbye, old Paint,
I'm a-leaving Cheyenne.
Goodbye, old Paint,
I'm a-leaving Cheyenne.


Oh, hitch up your horses,
And feed them some hay,
And seat yourself by me
As long as you stay.

Goodbye, old Paint,
I'm a-leaving Cheyenne.
Goodbye, old Paint,
I'm a-leaving Cheyenne.


My horses ain't hungry,
They'll not eat your hay,
My wagon is loaded
And rolling away.

Goodbye, old Paint,
I'm a-leaving Cheyenne.
Goodbye, old Paint,
I'm a-leaving Cheyenne.",clean
228,Good Morning,"Good Morning,
Good Morning,
And how do you do?
Good Morning,
Good Morning,
I'm fine how are you?",clean
229,Goosey Goosey Gander,"Goosey Goosey Gander where shall I wander,
Upstairs, downstairs and in my lady's chamber
There I met an old man who wouldn't say his prayers,
I took him by the left leg and threw him down the stairs.",clean
230,My Grandfather's Clock,"My grandfather's clock
Was too large for the shelf,
So it stood ninety years on the floor;
It was taller by half
Than the old man himself,
Though it weighed not a pennyweight more.
It was bought on the morn
Of the day that he was born,
It was always his treasure and pride;
But it stopped short
Never to go again,
When the old man died.
Ninety years without slumbering,
Tick, tock, tick, tock,
His life seconds numbering,
Tick, tock, tick, tock,
It stopped short
Never to go again,
When the old man died.

In watching its pendulum
Swing to and fro,
Many hours had he spent while a boy;
And in childhood and manhood
The clock seemed to know,
And share both his grief and his joy.
And it struck twenty-four
When he entered at the door,
With a blooming and beautiful bride;


But it stopped short
Never to go again,
When the old man died.
Ninety years without slumbering,
Tick, tock, tick, tock,
His life seconds numbering,
Tick, tock, tick, tock,
It stopped short
Never to go again,
When the old man died.


Ninety years without slumbering,
Tick, tock, tick, tock,
His life seconds numbering,
Tick, tock, tick, tock,
It stopped short
Never to go again,
When the old man died.


My grandfather said
That of those he could hire,
Not a servant so faithful he found;
For it wasted no time,
And had but one desire,
At the close of each week to be wound.
And it kept in its place,
Not a frown upon its face,
And its hand never hung by its side.


But it stopped short
Never to go again,
When the old man died.
Ninety years without slumbering,
Tick, tock, tick, tock,
His life seconds numbering,
Tick, tock, tick, tock,
It stopped short
Never to go again,
When the old man died.


It rang an alarm
In the dead of the night,
An alarm that for years had been dumb;
And we knew that his spirit
Was pluming his flight,
That his hour of departure had come.
Still the clock kept the time,
With a soft and muffled chime,
As we silently stood by his side.
But it stopped short
Never to go again,
When the old man died.
Ninety years without slumbering,
Tick, tock, tick, tock,
His life seconds numbering,
Tick, tock, tick, tock,
It stopped short
Never to go again,
When the old man died.",clean
231,Grasshoppers Three,"Grasshoppers three a-fiddling went
Hey, ho, never be still.
They paid no money t'ward their rent
But all day long with elbow bent,
They fiddled a tune called rillaby, rillaby,
Fiddled a tune called rillaby rill.",clean
232,Great Granddad,"Great Granddad, when the land was young,
Barred the door with a wagon tongue,
For the times was rough and the redskins mocked,
And he said his prayers with his shotgun cocked.
Twenty-one children came to bless,
The old man's home in the wilderness,
They slept on the floor with the dogs and the cats,
And they hunted in the woods in their coonskin caps.

Great Granddad was a busy man,
Cooked his grub in a frying pan,
He picked his teeth with his hunting knife,
And he wore the same suit all his life.",clean
233,The Green Grass Grows All Around,"There was a tree,
There was a tree,
All in the wood,
All in the wood,
The prettiest tree,
The prettiest tree,
That you ever did see,
That you ever did see,
The tree in a hole,
And the hole in the ground,
And the green grass grows all around, all around,
The green grass grows all around.

And on that tree,
And on that tree,
There was a limb,
There was a limb,
The prettiest limb,
The prettiest limb,
That you ever did see,
That you ever did see,


The limb on the tree,,
And the tree in a hole,,
And the hole in the ground,
And the green grass grows all around, all around,
The green grass grows all around.


And on that limb,
And on that limb,
There was a branch,
There was a branch,
The prettiest branch,
The prettiest branch,
That you ever did see,
That you ever did see,


The branch on the limb,,
And the limb on the tree,
And the tree in a hole,
And the hole in the ground,
And the green grass grows all around, all around,
The green grass grows all around.

And on that branch,
And on that branch,
There was a nest,
There was a nest,
The prettiest nest,
The prettiest nest,
That you ever did see,
That you ever did see,


The nest on the branch,,
And the branch on the limb,,
And the limb on the tree,,
And the tree in a hole,,
And the hole in the ground,
And the green grass grows all around, all around,
The green grass grows all around.

And in that nest,
And in that nest,
There was an egg,
There was an egg,
The prettiest egg,
The prettiest egg,
That you ever did see,
That you ever did see,


The egg in the nest,
And the nest on the branch,
And the branch on the limb,
And the limb on the tree,
And the tree in a hole,
And the hole in the ground,
And the green grass grows all around, all around,
The green grass grows all around.

And in that egg,
And in that egg,
There was a bird,
There was a bird,
The prettiest bird,
The prettiest bird,
That you ever did see,
That you ever did see,


The bird in the egg,
And the egg in the nest,
And the nest on the branch,
And the branch on the limb,
And the limb on the tree,
And the tree in a hole,
And the hole in the ground,
And the green grass grows all around, all around,
The green grass grows all around.

And on that bird,
And on that bird,
There was a wing,
There was a wing,
The prettiest wing,
The prettiest wing,
That you ever did see,
That you ever did see,


The wing on the bird,
And the bird in the egg,
And the egg in the nest,
And the nest on the branch,
And the branch on the limb,
And the limb on the tree,
And the tree in a hole,
And the hole in the ground,
And the green grass grows all around, all around,
The green grass grows all around.

And on that wing,
And on that wing,
There was a feather,
There was a feather,
The prettiest feather,
The prettiest feather,
That you ever did see,
That you ever did see,

The feather on the wing,
And the wing on the bird,
And the bird in the egg,
And the egg in the nest,
And the nest on the branch,
And the branch on the limb,
And the limb on the tree,
And the tree in a hole,
And the hole in the ground,
And the green grass grows all around, all around,
The green grass grows all around.

And on that feather,
And on that feather,
There was a bug,
There was a bug,
The prettiest bug,
The prettiest bug,
That you ever did see,
That you ever did see,

The bug on the feather,
And the feather on the wing,
And the wing on the bird,
And the bird in the egg,
And the egg in the nest,
And the nest on the branch,
And the branch on the limb,
And the limb on the tree,
And the tree in a hole,
And the hole in the ground,
And the green grass grows all around, all around,
The green grass grows all around.

And on that bug,
And on that bug,
There was a germ,
There was a germ,
The prettiest germ,
The prettiest germ,
That you ever did see,
That you ever did see,

The germ on the bug,
And the bug on the feather,
And the feather on the wing,
And the wing on the bird,
And the bird in the egg,
And the egg in the nest,
And the nest on the branch,
And the branch on the limb,
And the limb on the tree,
And the tree in a hole,
And the hole in the ground,
And the green grass grows all around, all around,
The green grass grows all around.

Yes, the green grass grows all around, all around,
The green grass grows all around!",clean
234,Great Composer Farm,"Chickens in the barnyard, Bach, Bach, Bach,
Cows in the meadow, Moo, Moo - zart.

Funny as it seems, don't be alarmed.
This is Great Composer Farm.


Bails by the tractor, Hay, Hay - dn,
Dog on the front porch, Wag, Wag - ner.

Funny as it seems, don't be alarmed.
This is Great Composer Farm.",clean
235,The Gum Tree Canoe,"I'll sing you a dit-ty,
A sweet little song.
It will take just a moment,
It won't keep you long;
I will sing of the days
When our love was so new,
And we sailed down the Mur-ray ri-ver boys,
In a gum tree ca-noe.

We rowed, we rowed,
O'er the wa-ter so blue,
Like a fea-ther we would float a-long
In a gum tree ca-noe.",clean
236,Happy Birthday To You,"Happy birthday to you
Happy birthday to you
Happy birthday dear [NAME]
Happy birthday to you!
[Optional:] And many more!",clean
237,The Happy Wanderer,"I love to go a-wandering,
Along the mountain track,
And as I go, I love to sing,
My knapsack on my back.
Val-deri,Val-dera,
Val-deri,
Val-dera-ha-ha-ha-ha-ha
Val-deri,Val-dera.
My knapsack on my back.

I love to wander by the stream
That dances in the sun,
So joyously it calls to me,
""Come! Join my happy song!""


Val-deri,Val-dera,
Val-deri,
Val-dera-ha-ha-ha-ha-ha
Val-deri,Val-dera.
My knapsack on my back.


I wave my hat to all I meet,
And they wave back to me,
And blackbirds call so loud and sweet
From ev'ry green wood tree.


Val-deri,Val-dera,
Val-deri,
Val-dera-ha-ha-ha-ha-ha
Val-deri,Val-dera.
My knapsack on my back.

High overhead, the skylarks wing,
They never rest at home
But just like me, they love to sing,
As o'er the world we roam.


Val-deri,Val-dera,
Val-deri,
Val-dera-ha-ha-ha-ha-ha
Val-deri,Val-dera.
My knapsack on my back.

Oh, may I go a-wandering
Until the day I die!
Oh, may I always laugh and sing,
Beneath God's clear blue sky!


Val-deri,Val-dera,
Val-deri,
Val-dera-ha-ha-ha-ha-ha
Val-deri,Val-dera.
My knapsack on my back.",clean
238,Hava Nagila,"Let us rejoice
Let us rejoice
Let us rejoice and be happy.
Let us sing
Let us sing
Let us sing and be happy.

Awake, awake, my brothers!
Awake my brothers with a happy heart.

Awake, my brothers!
Awake, my brothers with a happy heart",clean
239,Head and Shoulders,"Head and shoulders, knees and toes, knees and toes,
Head and shoulders, knees and toes, knees and toes,
And eyes and ears and mouth and nose,
Head and shoulders, knees and toes, knees and toes.",clean
240,Here is the Church,"Here is the church,
And here is the steeple,
Open the door and see all the people.
Here is the parson going upstairs,
And here he is saying his prayers.",clean
241,Here We Go 'Round The Mulberry Bush,"Here we go 'round the mulberry bush,
The mulberry bush, the mulberry bush.
Here we go 'round the mulberry bush,
So early in the morning.
This is the way we wash our clothes,
Wash our clothes, wash our clothes.
This is the way we wash our clothes,
So early Monday morning.

This is the way we iron our clothes,
Iron our clothes, iron our clothes.
This is the way we iron our clothes,
So early Tuesday morning.


This is the way we mend our clothes,
Mend our clothes, mend our clothes.
This is the way we mend our clothes,
So early Wednesday morning.


This is the way we sweep the floor,
Sweep the floor, sweep the floor.
This is the way we sweep the floor,
So early Thursday morning.


This is the way we scrub the floor,
Scrub the floor, scrub the floor.
This is the way we scrub the floor,
So early Friday morning.

This is the way we bake our bread,
Bake our bread, bake our bread.
This is the way we bake our bread,
So early Saturday morning.


This is the way we go to church,
Go to church, go to church.
This is the way we go to church,
So early Sunday morning.",clean
242,Here We Sit,"Here we sit like birds in the wilderness,
Birds in the wilderness,
Birds in the wilderness.
Here we sit like birds in the wilderness,
Waiting for you to come.
Waiting for you to come.
Waiting for you to come.
Here we sit like birds in the wilderness
Waiting for you to come.",clean
243,He's Got the Whole World in His Hands,"He's got the whole world in His hands,
He's got the whole world in His hands,
He's got the whole world in His hands,
He's got the whole world in His hands.
He's got the wind and the rain in His hands,
He's got the wind and the rain in His hands,
He's got the wind and the rain in His hands,
He's got the whole world in His hands.

He's got the sun and the moon in His hands,
He's got the sun and the moon in His hands,
He's got the sun and the moon in His hands,
He's got the whole world in His hands.


He's got the little bitty baby in His hands,
He's got the little bitty baby in His hands,
He's got the little bitty baby in His hands,
He's got the whole world in His hands.


He's got you and me Brother in His hands,
He's got you and me Brother in His hands,
He's got you and me Brother in His hands,
He's got the whole world in His hands.


He's got you and me Sister in His hands,
He's got you and me Sister in His hands,
He's got you and me Sister in His hands,
He's got the whole world in His hands.

He's got everybody here in His hands,
He's got everybody here in His hands,
He's got everybody here in His hands,
He's got the whole world in His hands.",clean
244,Hey Diddle Diddle,"Hey diddle diddle,
The cat played the fiddle,
The cow jumped over the moon.
The little dog laughed to see such sport,
And the dish ran away with the spoon.",clean
245,"Higglety, Pigglety, Pop","Higglety, Pigglety, Pop,
The dog has eaten the mop.
The pig's in a hurry,
The cat's in a flurry,
Higglety, pigglety, pop.",clean
246,Hokey Pokey,"You put your right foot in,
You put your right foot out,
You put your right foot in
And you shake it all about.
You do the Hokey Pokey
And you turn yourself around,
That's what it's all about.
You put your left foot in,
You put your left foot out,
You put your left foot in,
And you shake it all about.
You do the Hokey Pokey
And you turn yourself around,
That's what it's all about.

You put your right hand in,
You put your right hand out,
You put your right hand in
And you shake it all about.
You do the Hokey Pokey
And you turn yourself around,
That's what it's all about.


You put your left hand in,
You put your left hand out,
You put your left hand in,
And you shake it all about.
You do the Hokey Pokey
And you turn yourself around,
That's what it's all about.


You put your right shoulder in,
You put your right shoulder out,
You put your right shoulder in,
And you shake it all about.
You do the Hokey Pokey
And you turn yourself around,
That's what it's all about.


You put your left shoulder in,
You put your left shoulder out,
You put your left shoulder in,
And you shake it all about.
You do the Hokey Pokey
And you turn yourself around,
That's what it's all about.

You put your right hip in,
You put your right hip out,
You put your right hip in
And you shake it all about.
You do the Hokey Pokey
And you turn yourself around,
That's what it's all about.


You put your left hip in,
You put your left hip out,
You put your left hip in,
And you shake it all about.
You do the Hokey Pokey
And you turn yourself around,
That's what it's all about.

You put your whole self in,
You put your whole self out,
You put your whole self in
And you shake it all about.
You do the Hokey Pokey
And you turn yourself around,
That's what it's all about.


If you want to crank up the goofiness, add these verses:

You put your hair in...
You put your tongue in...",clean
247,Home on the Range,"Oh, give me a home where the buffalo roam
And the deer and the antelope play
Where seldom is heard a discouraging word
And the skies are not cloudy all day.
Home, home on the range
Where the deer and the antelope play
Where seldom is heard a discouraging word
And the skies are not cloudy all day.

How often at night when the heavens are bright
With the light from the glittering stars
Have I stood there amazed and asked as I gazed
If their glory exceeds that of ours.


Home, home on the range
Where the deer and the antelope play,
Where seldom is heard a discouraging word
And the skies are not cloudy all day.


Where the air is so pure, the zephyrs so free
The breezes so balmy and light,
That I would not exchange my home on the range
For all of the cities so bright.


Home, home on the range
Where the deer and the antelope play
Where seldom is heard a discouraging word
And the skies are not cloudy all day.

Oh, I love those wild flow'rs in this dear land of ours
The curlew, I love to hear scream
And I love the white rocks and the antelope flocks
That graze on the mountaintops green.


Home, home on the range
Where the deer and the antelope play,
Where seldom is heard a discouraging word
And the skies are not cloudy all day.",clean
248,Hop on One Foot,"Hop on one foot,
Nanny goat, nanny goat,
Hop on one foot,
Nanny goat, do.",clean
249,Horse and Carriage,"Horse and carriage
Don't you stop.
Make your hooves
Go clippity clop.

Make your tail swish
And wheels go round.
Giddy up
We're homeward bound.",clean
250,How I Love My Horsey,"How I love my horsey, horsey.
Yes, I do of course, of coursey.",clean
251,How the Meatballs Roll In,"My dad is a very fine fellow,
You can tell by the lift of his chin;
But whenever that man bends his elbow,
Oh, boy, how the meatballs roll in.
Roll in, roll in,
Oh, boy, how the meatballs roll in, roll in;
Roll in, roll in,
Oh, boy, how the meatballs roll in!
My dad dines on meatballs for breakfast,
He eats them at lunchtime, and then,
When he comes to the table for supper,
Oh, boy, how the meatballs roll in.
Roll in, roll in,
Oh, boy, how the meatballs roll in (again!);
Roll in, roll in,
Oh, boy, how the meatballs roll in!",clean
252,Hush Little Baby,"Hush, little baby, don't say a word,
Mama's gonna buy you a mockingbird.
And if that mockingbird won't sing,
Mama's gonna buy you a diamond ring.

And if that diamond ring turns brass,
Mama's gonna buy you a looking glass.


And if that looking glass gets broke,
Mama's gonna buy you a billy goat.

And if that billy goat won't pull,
Mama's gonna buy you a cart and bull.


And if that cart and bull turn over,
Mama's going to buy you a dog named Rover.

And if that dog named Rover won't bark,
Mama's going to buy you a horse and cart.


And if that horse and cart fall down,
You'll still be the sweetest little baby in town.",clean
253,I Caught A Fish Alive,"One, two, three, four, five,
Once I caught a fish alive.
Six, seven, eight, nine, ten,
But I let it go again.
Why did you let it go?
Because it bit my finger so.
Which finger did it bite?
The little one upon the right.",clean
254,If All the Little Raindrops,"Were lemondrops and lollipops
Oh, if all the little raindrops
Were lemondrops and lollipops
Oh, what a rain that would be!
Standing outside, with my mouth open wide
Singing La la la la, la la la,
La la la, la la la
La la la la, la la la,
La la la, la.
If all the little snowflakes
Were candy bars and milkshakes
Oh, if all the little snowflakes
Were candy bars and milkshakes
Oh, what a snow that would be!
Standing outside, with my mouth open wide
Singing La la la la, la la la,
La la la, la la la
La la la la, la la la,
La la la, la

If all the little sunbeams
Were bubblegum and ice cream
Oh, if all the little sunbeams
Were bubblegum and ice cream
Oh, what a sun that would be!
Standing outside, with my mouth open wide
Singing La la la la, la la la,
La la la, la la la
La la la la, la la la,
La la la, la",clean
255,If All the World Were Apple Pie,"If all the world were apple pie,
And all the seas were ink,
And all the trees were bread and cheese,
What would we have to drink?",clean
256,If You're Happy and You Know It,"If you're happy and you know it,
Clap your hands.
(Clap twice)
If you're happy and you know it,
Clap your hands.
(Clap twice)

If you're happy and you know it,
Then your face will surely show it,
If you're happy and you know it,
Clap your hands.
(Clap twice)


If you're happy and you know it,
Tap your toe.
(Tap twice)

If you're happy and you know it,
Tap your toe.
(Tap twice)


If you're happy and you know it,
Then your face will surely show it,
If you're happy and you know it,
Tap your toe.
(Tap twice)


If you're happy and you know it,
Nod your head.
(Nod head)

If you're happy and you know it,
Nod your head.
(Nod head)

If you're happy and you know it,
Then your face will surely show it,
If you're happy and you know it,
Nod your head.
(Nod head)


If you're happy and you know it,
Clap your hands.
(Clap twice)

If you're happy and you know it,
Clap your hands.
(Clap twice)

If you're happy and you know it,
Then your face will surely show it,
If you're happy and you know it,
Clap your hands.
(Clap twice)",clean
257,I'm A Nut,"I'm an acorn, small and round,
Lying on the cold, cold ground,
Everyone walks over me,
That is why I'm cracked you see,
I'm a nut!
(Click, click with tongue)
I'm a nut!
(Click, click with tongue)
I'm a nut!
(Click, click with tongue)

Called myself on the telephone,
Just to hear my golden tone,
Asked me out for a little date,
Picked me up about half past eight,


I'm a nut!
(Click, click with tongue)
I'm a nut!
(Click, click with tongue)
I'm a nut!
(Click, click with tongue)


Took myself to the movie show
Stayed too late and said ""Let's go,""
Took my hand and led me out,
Drove me home and gave a shout!


I'm a nut!
(Click, click with tongue)
I'm a nut!
(Click, click with tongue)
I'm a nut!
(Click, click with tongue)",clean
258,I'm a Yankee Doodle Dandy,"I'm a Yankee Doodle Dandy
A Yankee Doodle, do or die
A real live nephew of my Uncle Sam
Born on the Fourth of July.
I've got a Yankee Doodle sweetheart
She's my Yankee Doodle joy
Yankee Doodle came to London
Just to ride the ponies
I am the Yankee Doodle Boy.",clean
259,In a Cabin in the Woods (In het bos),"In a cabin in the woods,
Little man by the window stood.
Saw a rabbit hopping by,
Knocking at his door.
""Help me, help me, help"", he cried,
Or the hunter will shoot me dead.
Little rabbit come inside,
Safely to abide.",clean
260,I See the Moon,"I see the moon,
And the moon sees me.
God bless the moon,
And God bless me.",clean
261,"It's Raining, It's Pouring","It's raining,
It's pouring,
The old man is snoring,
He bumped his head and he went to bed,
And he couldn't get up in the morning.",clean
